START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*,time,speed,price
2016-08-10 18:49:00,2016-08-10 18:50:00,Business,Apex,Apex,1.0,,1.0,60.0,412.0
2016-08-10 19:47:00,2016-08-10 20:02:00,Business,Apex,Cary,6.0,,15.0,24.0,1463.0
2016-08-11 12:53:00,2016-08-11 13:00:00,Business,Whitebridge,Heritage Pines,2.2,,7.0,18.857142857142858,862.0
2016-08-11 13:14:00,2016-08-11 13:28:00,Business,Heritage Pines,Edgehill Farms,4.4,,14.0,18.857142857142858,1387.0
2016-08-11 13:32:00,2016-08-11 13:42:00,Business,Edgehill Farms,Whitebridge,2.8,,10.0,16.8,1087.0
2016-08-11 18:37:00,2016-08-11 19:29:00,Business,Cary,Wake Forest,31.7,,52.0,36.57692307692308,4243.0
2016-08-11 20:59:00,2016-08-11 21:44:00,Business,Wake Forest,Cary,31.9,,45.0,42.53333333333333,3718.0
2016-08-12 18:49:00,2016-08-12 18:52:00,Business,Whitebridge,Westpark Place,1.9,,3.0,38.0,562.0
2016-08-12 18:56:00,2016-08-12 19:05:00,Business,Westpark Place,Whitebridge,1.8,,9.0,12.0,1012.0
2016-08-13 15:35:00,2016-08-13 15:58:00,Business,Cary,Morrisville,8.4,Meeting,23.0,21.91304347826087,2063.0
2016-08-15 09:05:00,2016-08-15 09:52:00,Business,R?walpindi,Unknown Location,15.6,,47.0,19.914893617021278,3863.0
2016-08-15 15:20:00,2016-08-15 15:47:00,Business,Unknown Location,Unknown Location,14.1,,27.0,31.333333333333332,2364.0
2016-08-15 16:52:00,2016-08-15 17:30:00,Business,Unknown Location,Unknown Location,15.7,,38.0,24.789473684210527,3189.0
2016-08-15 19:08:00,2016-08-15 20:30:00,Business,Unknown Location,Unknown Location,25.9,Temporary Site,82.0,18.951219512195124,6488.0
2016-08-16 07:58:00,2016-08-16 08:11:00,Business,Unknown Location,Unknown Location,7.9,,13.0,36.46153846153846,1313.0
2016-08-16 08:16:00,2016-08-16 08:23:00,Business,Unknown Location,Unknown Location,2.7,,7.0,23.142857142857142,862.0
2016-08-16 08:46:00,2016-08-16 08:53:00,Business,Unknown Location,Unknown Location,5.5,,7.0,47.142857142857146,863.0
2016-08-16 10:06:00,2016-08-16 10:27:00,Business,Unknown Location,Islamabad,5.7,,21.0,16.285714285714285,1912.0
2016-08-16 10:31:00,2016-08-16 10:38:00,Business,Islamabad,Islamabad,1.2,,7.0,10.285714285714286,862.0
2016-08-16 11:47:00,2016-08-16 12:03:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,16.0,21.375,1538.0
2016-08-16 15:13:00,2016-08-16 15:36:00,Business,Unknown Location,Unknown Location,16.2,,23.0,42.26086956521739,2065.0
2016-08-17 10:17:00,2016-08-17 10:41:00,Business,Unknown Location,Unknown Location,2.6,,24.0,6.5,2136.0
2016-08-17 10:57:00,2016-08-17 11:20:00,Business,Unknown Location,Unknown Location,12.1,,23.0,31.565217391304348,2064.0
2016-08-17 14:45:00,2016-08-17 14:50:00,Business,Unknown Location,R?walpindi,1.4,,5.0,16.8,712.0
2016-08-17 15:32:00,2016-08-17 15:47:00,Business,R?walpindi,Islamabad,6.4,,15.0,25.6,1463.0
2016-08-17 16:29:00,2016-08-17 16:50:00,Business,Islamabad,Unknown Location,7.3,,21.0,20.857142857142858,1913.0
2016-08-17 16:54:00,2016-08-17 17:00:00,Business,Unknown Location,Unknown Location,5.3,,6.0,53.0,788.0
2016-08-17 17:05:00,2016-08-17 17:34:00,Business,Unknown Location,Unknown Location,5.5,,29.0,11.379310344827585,2511.0
2016-08-17 18:38:00,2016-08-17 18:57:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,19.0,24.31578947368421,1763.0
2016-08-18 18:40:00,2016-08-18 19:07:00,Business,Unknown Location,Unknown Location,7.6,Temporary Site,27.0,16.88888888888889,2362.0
2016-08-19 08:24:00,2016-08-19 08:45:00,Business,Unknown Location,Noorpur Shahan,7.6,,21.0,21.714285714285715,1913.0
2016-08-19 08:54:00,2016-08-19 09:07:00,Business,Noorpur Shahan,Islamabad,3.3,,13.0,15.23076923076923,1312.0
2016-08-19 09:27:00,2016-08-19 09:47:00,Business,Islamabad,R?walpindi,6.5,,20.0,19.5,1837.0
2016-08-19 10:57:00,2016-08-19 11:06:00,Business,R?walpindi,Unknown Location,2.0,,9.0,13.333333333333334,1012.0
2016-08-19 12:07:00,2016-08-19 12:24:00,Business,Unknown Location,Islamabad,5.7,,17.0,20.11764705882353,1612.0
2016-08-19 15:51:00,2016-08-19 16:06:00,Business,Islamabad,Islamabad,3.2,,15.0,12.8,1462.0
2016-08-19 17:12:00,2016-08-19 17:52:00,Business,Islamabad,Unknown Location,12.5,,40.0,18.75,3337.0
2016-08-21 10:00:00,2016-08-21 10:29:00,Business,Unknown Location,Unknown Location,7.6,Airport/Travel,29.0,15.724137931034482,2512.0
2016-08-21 14:05:00,2016-08-21 14:34:00,Business,Unknown Location,Unknown Location,7.7,,29.0,15.931034482758621,2512.0
2016-08-21 16:30:00,2016-08-21 17:02:00,Business,Unknown Location,Islamabad,12.2,,32.0,22.875,2738.0
2016-08-21 18:10:00,2016-08-21 18:17:00,Business,Islamabad,Islamabad,1.4,,7.0,12.0,862.0
2016-08-21 18:48:00,2016-08-21 19:24:00,Business,Islamabad,Unknown Location,20.2,,36.0,33.666666666666664,3040.0
2016-08-22 10:00:00,2016-08-22 10:44:00,Business,Unknown Location,Islamabad,9.8,,44.0,13.363636363636363,3636.0
2016-08-22 11:07:00,2016-08-22 11:23:00,Business,Islamabad,Unknown Location,6.3,,16.0,23.625,1538.0
2016-08-22 12:36:00,2016-08-22 12:49:00,Business,Unknown Location,Islamabad,4.9,,13.0,22.615384615384617,1312.0
2016-08-22 13:02:00,2016-08-22 13:11:00,Business,Islamabad,Islamabad,1.5,,9.0,10.0,1012.0
2016-08-22 14:07:00,2016-08-22 14:31:00,Business,Islamabad,Unknown Location,10.9,,24.0,27.25,2138.0
2016-08-22 15:14:00,2016-08-22 15:49:00,Business,Unknown Location,Unknown Location,19.0,,35.0,32.57142857142857,2965.0
2016-08-22 15:59:00,2016-08-22 17:16:00,Business,Unknown Location,Unknown Location,19.0,,77.0,14.805194805194805,6112.0
2016-08-22 19:58:00,2016-08-22 20:50:00,Business,Unknown Location,R?walpindi,7.9,,52.0,9.115384615384615,4235.0
2016-08-22 20:53:00,2016-08-22 21:31:00,Business,R?walpindi,R?walpindi,4.1,,38.0,6.473684210526315,3185.0
2016-08-22 22:31:00,2016-08-22 23:00:00,Business,R?walpindi,Unknown Location,18.7,,29.0,38.689655172413794,2515.0
2016-08-23 08:10:00,2016-08-23 08:25:00,Business,Unknown Location,Noorpur Shahan,8.7,,15.0,34.8,1463.0
2016-08-23 09:35:00,2016-08-23 10:09:00,Business,Noorpur Shahan,Unknown Location,7.5,,34.0,13.235294117647058,2887.0
2016-08-23 12:59:00,2016-08-23 13:15:00,Business,Unknown Location,Noorpur Shahan,7.7,,16.0,28.875,1538.0
2016-08-23 13:19:00,2016-08-23 13:30:00,Business,Noorpur Shahan,Islamabad,4.4,,11.0,24.0,1162.0
2016-08-23 13:49:00,2016-08-23 14:04:00,Business,Islamabad,Unknown Location,5.0,,15.0,20.0,1462.0
2016-08-23 15:07:00,2016-08-23 15:12:00,Business,Unknown Location,Unknown Location,1.9,,5.0,22.8,712.0
2016-08-23 15:15:00,2016-08-23 17:16:00,Business,Unknown Location,Unknown Location,7.9,,121.0,3.9173553719008263,9404.0
2016-08-23 17:42:00,2016-08-23 18:31:00,Business,Unknown Location,Unknown Location,17.7,,49.0,21.6734693877551,4013.0
2016-08-24 12:05:00,2016-08-24 12:56:00,Business,Unknown Location,Unknown Location,25.2,,51.0,29.647058823529413,4166.0
2016-08-24 13:01:00,2016-08-24 15:25:00,Business,Unknown Location,Unknown Location,96.2,,144.0,40.083333333333336,11155.0
2016-08-25 15:17:00,2016-08-25 16:22:00,Business,Unknown Location,Unknown Location,35.0,,65.0,32.30769230769231,5218.0
2016-08-25 16:36:00,2016-08-25 16:56:00,Business,Unknown Location,Unknown Location,5.5,,20.0,16.5,1837.0
2016-08-25 17:19:00,2016-08-25 19:20:00,Business,Unknown Location,Unknown Location,50.4,,121.0,24.99173553719008,9417.0
2016-08-25 19:25:00,2016-08-25 19:57:00,Business,Unknown Location,Lahore,9.2,,32.0,17.25,2737.0
2016-08-25 22:58:00,2016-08-25 23:16:00,Business,Lahore,Unknown Location,7.3,,18.0,24.333333333333332,1688.0
2016-08-26 09:06:00,2016-08-26 09:20:00,Business,Unknown Location,Unknown Location,5.0,,14.0,21.428571428571427,1387.0
2016-08-26 11:14:00,2016-08-26 11:26:00,Business,Unknown Location,Unknown Location,3.8,,12.0,19.0,1237.0
2016-08-26 12:10:00,2016-08-26 12:20:00,Business,Unknown Location,Lahore,3.9,,10.0,23.4,1087.0
2016-08-26 14:10:00,2016-08-26 14:33:00,Business,Lahore,Lahore,7.4,,23.0,19.304347826086957,2062.0
2016-08-26 15:23:00,2016-08-26 15:35:00,Business,Lahore,Lahore,1.5,,12.0,7.5,1237.0
2016-08-26 15:59:00,2016-08-26 16:24:00,Business,Lahore,Unknown Location,7.9,,25.0,18.96,2212.0
2016-08-26 16:55:00,2016-08-26 17:12:00,Business,Unknown Location,Lahore,2.9,,17.0,10.235294117647058,1611.0
2016-08-26 18:42:00,2016-08-26 18:56:00,Business,Lahore,Lahore,3.4,,14.0,14.571428571428571,1387.0
2016-08-26 19:31:00,2016-08-26 19:54:00,Business,Lahore,Lahore,3.8,,23.0,9.91304347826087,2061.0
2016-08-26 20:06:00,2016-08-26 20:16:00,Business,Lahore,Unknown Location,5.9,,10.0,35.4,1088.0
2016-08-27 09:34:00,2016-08-27 10:11:00,Business,Unknown Location,Lahore,9.6,,37.0,15.567567567567568,3112.0
2016-08-27 11:47:00,2016-08-27 12:06:00,Business,Lahore,Lahore,7.0,,19.0,22.105263157894736,1763.0
2016-08-27 12:12:00,2016-08-27 12:17:00,Business,Lahore,Lahore,0.9,,5.0,10.8,712.0
2016-08-27 14:01:00,2016-08-27 15:44:00,Business,Lahore,Unknown Location,86.6,,103.0,50.44660194174757,8080.0
2016-08-27 16:15:00,2016-08-27 19:13:00,Business,Unknown Location,Unknown Location,156.9,,178.0,52.8876404494382,13721.0
2016-08-28 09:57:00,2016-08-28 10:18:00,Business,Unknown Location,Noorpur Shahan,10.1,,21.0,28.857142857142858,1913.0
2016-08-28 16:39:00,2016-08-28 16:55:00,Business,Noorpur Shahan,Islamabad,6.2,,16.0,23.25,1538.0
2016-08-28 17:37:00,2016-08-28 17:55:00,Business,Islamabad,Islamabad,5.3,,18.0,17.666666666666668,1687.0
2016-08-28 21:15:00,2016-08-28 21:59:00,Business,Islamabad,Unknown Location,12.1,,44.0,16.5,3637.0
2016-08-29 12:02:00,2016-08-29 12:31:00,Business,Unknown Location,Islamabad,10.8,,29.0,22.344827586206897,2513.0
2016-08-29 13:38:00,2016-08-29 13:48:00,Business,Islamabad,Islamabad,4.3,,10.0,25.8,1087.0
2016-08-29 14:31:00,2016-08-29 14:41:00,Business,Islamabad,Islamabad,2.5,,10.0,15.0,1087.0
2016-08-29 14:49:00,2016-08-29 15:04:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,15.0,22.8,1463.0
2016-08-29 15:49:00,2016-08-29 15:59:00,Business,Unknown Location,Islamabad,2.8,,10.0,16.8,1087.0
2016-08-29 16:06:00,2016-08-29 16:21:00,Business,Islamabad,Unknown Location,4.0,,15.0,16.0,1462.0
2016-08-29 17:24:00,2016-08-29 17:41:00,Business,Unknown Location,Islamabad,5.5,,17.0,19.41176470588235,1612.0
2016-08-29 18:27:00,2016-08-29 18:36:00,Business,Islamabad,Islamabad,2.6,,9.0,17.333333333333332,1012.0
2016-08-30 11:53:00,2016-08-30 12:05:00,Business,Unknown Location,Unknown Location,2.1,,12.0,10.5,1237.0
2016-08-30 12:46:00,2016-08-30 13:09:00,Business,Unknown Location,Islamabad,8.8,,23.0,22.956521739130434,2063.0
2016-08-30 13:25:00,2016-08-30 13:46:00,Business,Islamabad,Islamabad,4.4,,21.0,12.571428571428571,1911.0
2016-08-30 14:00:00,2016-08-30 14:20:00,Business,Islamabad,Unknown Location,5.3,,20.0,15.9,1837.0
2016-08-30 17:27:00,2016-08-30 18:09:00,Business,Unknown Location,Unknown Location,13.0,,42.0,18.571428571428573,3487.0
2016-09-01 11:51:00,2016-09-01 12:24:00,Business,Unknown Location,Islamabad,13.0,,33.0,23.636363636363637,2813.0
2016-09-01 17:21:00,2016-09-01 17:36:00,Business,Islamabad,Unknown Location,10.6,,15.0,42.4,1464.0
2016-09-01 18:49:00,2016-09-01 19:08:00,Business,Unknown Location,Unknown Location,2.2,,19.0,6.947368421052632,1761.0
2016-09-02 11:37:00,2016-09-02 12:24:00,Business,Unknown Location,Islamabad,9.2,,47.0,11.74468085106383,3861.0
2016-09-02 18:56:00,2016-09-02 19:37:00,Business,Unknown Location,Unknown Location,12.9,,41.0,18.878048780487806,3412.0
2016-09-05 10:25:00,2016-09-05 10:44:00,Business,Unknown Location,R?walpindi,17.2,,19.0,54.31578947368421,1766.0
2016-09-06 17:49:00,2016-09-06 17:49:00,Business,Unknown Location,Unknown Location,69.1,,0.0,inf,359.0
2016-09-10 10:28:00,2016-09-10 10:45:00,Business,Unknown Location,Unknown Location,2.8,,17.0,9.882352941176471,1611.0
2016-09-11 09:51:00,2016-09-11 09:55:00,Business,Unknown Location,Unknown Location,8.6,,4.0,129.0,639.0
2016-09-11 21:40:00,2016-09-11 21:42:00,Business,Unknown Location,Unknown Location,9.8,,2.0,294.0,490.0
2016-09-12 08:07:00,2016-09-12 08:12:00,Business,Unknown Location,Unknown Location,3.6,,5.0,43.2,713.0
2016-09-12 11:15:00,2016-09-12 11:24:00,Business,Unknown Location,Unknown Location,1.7,,9.0,11.333333333333334,1012.0
2016-09-12 13:04:00,2016-09-12 13:44:00,Business,Unknown Location,Unknown Location,11.5,,40.0,17.25,3337.0
2016-09-13 16:56:00,2016-09-13 17:02:00,Business,Unknown Location,Unknown Location,0.7,,6.0,7.0,787.0
2016-09-14 11:55:00,2016-09-14 11:59:00,Business,Unknown Location,Unknown Location,0.7,,4.0,10.5,637.0
2016-09-15 20:33:00,2016-09-15 20:38:00,Business,Unknown Location,Unknown Location,0.9,,5.0,10.8,712.0
2016-09-16 07:08:00,2016-09-16 07:08:00,Business,Unknown Location,Unknown Location,1.6,,0.0,inf,338.0
2016-09-18 18:07:00,2016-09-18 18:11:00,Business,Unknown Location,Unknown Location,9.4,,4.0,141.0,640.0
2016-09-19 06:18:00,2016-09-19 06:49:00,Business,R?walpindi,Unknown Location,18.2,,31.0,35.225806451612904,2665.0
2016-09-19 14:40:00,2016-09-19 14:56:00,Business,Unknown Location,Islamabad,10.5,,16.0,39.375,1539.0
2016-09-19 16:23:00,2016-09-19 16:31:00,Business,Islamabad,Unknown Location,5.7,,8.0,42.75,938.0
2016-09-19 17:36:00,2016-09-19 18:20:00,Business,Unknown Location,Unknown Location,18.0,,44.0,24.545454545454547,3639.0
2016-09-19 19:10:00,2016-09-19 19:49:00,Business,Unknown Location,Islamabad,18.3,,39.0,28.153846153846153,3264.0
2016-09-20 11:29:00,2016-09-20 11:48:00,Business,Islamabad,Unknown Location,16.5,,19.0,52.10526315789474,1765.0
2016-09-20 20:47:00,2016-09-20 22:47:00,Business,Unknown Location,R?walpindi,9.6,,120.0,4.8,9330.0
2016-09-23 13:15:00,2016-09-23 13:40:00,Business,Karachi,Karachi,2.9,,25.0,6.96,2211.0
2016-09-24 14:34:00,2016-09-24 15:15:00,Business,Karachi,Unknown Location,8.2,,41.0,11.999999999999998,3411.0
2016-09-24 20:29:00,2016-09-24 20:33:00,Business,Unknown Location,Unknown Location,2.4,,4.0,36.0,637.0
2016-09-27 08:33:00,2016-09-27 08:35:00,Business,Unknown Location,Unknown Location,5.8,,2.0,174.0,489.0
2016-09-27 13:21:00,2016-09-27 14:43:00,Business,Lahore,Lahore,9.8,,82.0,7.170731707317073,6483.0
2016-09-27 19:14:00,2016-09-27 20:34:00,Business,Lahore,Unknown Location,7.3,,80.0,5.475,6333.0
2016-09-27 21:01:00,2016-09-28 02:37:00,Business,Unknown Location,Unknown Location,195.6,,336.0,34.92857142857143,25569.0
2016-09-28 17:21:00,2016-09-28 19:36:00,Business,Islamabad,Unknown Location,20.5,,135.0,9.11111111111111,10457.0
2016-09-29 16:13:00,2016-09-29 18:47:00,Business,Unknown Location,Islamabad,12.6,,154.0,4.909090909090909,11878.0
2016-09-30 17:39:00,2016-09-30 20:20:00,Business,Islamabad,Islamabad,37.7,,161.0,14.049689440993788,12410.0
2016-09-30 20:59:00,2016-09-30 22:34:00,Business,Islamabad,Unknown Location,16.7,,95.0,10.547368421052632,7459.0
2016-10-03 17:09:00,2016-10-03 17:12:00,Business,Unknown Location,Islamabad,10.5,,3.0,210.0,565.0
2016-10-03 18:17:00,2016-10-03 18:34:00,Business,Islamabad,Islamabad,2.8,,17.0,9.882352941176471,1611.0
2016-10-03 18:51:00,2016-10-03 19:01:00,Business,Islamabad,Islamabad,1.6,,10.0,9.6,1087.0
2016-10-03 22:04:00,2016-10-03 22:33:00,Business,Islamabad,Unknown Location,12.7,,29.0,26.275862068965516,2513.0
2016-10-04 09:50:00,2016-10-04 10:52:00,Business,Unknown Location,Unknown Location,28.6,,62.0,27.677419354838708,4991.0
2016-10-04 12:17:00,2016-10-04 12:18:00,Business,Unknown Location,Unknown Location,15.1,,1.0,906.0,417.0
2016-10-06 08:49:00,2016-10-06 11:36:00,Business,Unknown Location,R?walpindi,17.9,,167.0,6.431137724550898,12853.0
2016-10-06 17:23:00,2016-10-06 17:40:00,Business,R?walpindi,Unknown Location,112.6,,17.0,397.4117647058824,1646.0
2016-10-06 18:37:00,2016-10-06 18:39:00,Business,Unknown Location,Unknown Location,18.4,,2.0,552.0,492.0
2016-10-06 19:46:00,2016-10-06 20:26:00,Business,Unknown Location,Unknown Location,13.8,,40.0,20.7,3338.0
2016-10-07 10:56:00,2016-10-07 10:59:00,Business,Unknown Location,Lahore,33.2,,3.0,664.0000000000001,572.0
2016-10-07 11:27:00,2016-10-07 11:50:00,Business,Lahore,Lahore,2.6,,23.0,6.782608695652174,2061.0
2016-10-07 13:52:00,2016-10-07 14:08:00,Business,Lahore,Unknown Location,5.8,,16.0,21.75,1538.0
2016-10-07 14:29:00,2016-10-07 15:11:00,Business,Unknown Location,Lahore,8.3,,42.0,11.857142857142858,3486.0
2016-10-07 15:47:00,2016-10-07 16:02:00,Business,Lahore,Lahore,2.4,,15.0,9.6,1461.0
2016-10-07 18:08:00,2016-10-07 18:27:00,Business,Lahore,Lahore,3.1,,19.0,9.789473684210526,1762.0
2016-10-07 18:33:00,2016-10-07 19:01:00,Business,Lahore,Lahore,6.1,,28.0,13.071428571428571,2436.0
2016-10-08 15:03:00,2016-10-08 15:03:00,Business,Karachi,Karachi,3.6,,0.0,inf,338.0
2016-10-08 18:15:00,2016-10-08 18:18:00,Business,Karachi,Unknown Location,8.0,,3.0,160.0,564.0
2016-10-09 14:04:00,2016-10-09 14:23:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,19.0,24.31578947368421,1763.0
2016-10-10 17:22:00,2016-10-10 17:28:00,Business,Islamabad,Islamabad,1.7,,6.0,17.0,787.0
2016-10-10 17:33:00,2016-10-10 18:13:00,Business,Islamabad,Unknown Location,9.5,,40.0,14.25,3337.0
2016-10-11 01:27:00,2016-10-11 02:08:00,Business,Unknown Location,R?walpindi,17.1,Meeting,41.0,25.024390243902438,3414.0
2016-10-12 19:18:00,2016-10-12 19:21:00,Business,R?walpindi,Unknown Location,18.4,,3.0,368.0,567.0
2016-10-13 11:20:00,2016-10-13 11:58:00,Business,Unknown Location,Islamabad,9.8,,38.0,15.473684210526315,3187.0
2016-10-13 12:08:00,2016-10-13 12:14:00,Business,Islamabad,Islamabad,1.0,,6.0,10.0,787.0
2016-10-13 13:02:00,2016-10-13 13:02:00,Business,Islamabad,Islamabad,0.7,,0.0,inf,337.0
2016-10-13 13:37:00,2016-10-13 13:46:00,Business,Islamabad,Islamabad,2.3,,9.0,15.333333333333334,1012.0
2016-10-13 16:08:00,2016-10-13 16:53:00,Business,Islamabad,Unknown Location,10.9,,45.0,14.533333333333333,3711.0
2016-10-14 08:50:00,2016-10-14 09:44:00,Business,Unknown Location,R?walpindi,12.7,,54.0,14.11111111111111,4386.0
2016-10-14 10:16:00,2016-10-14 10:52:00,Business,R?walpindi,Unknown Location,12.4,,36.0,20.666666666666668,3038.0
2016-10-14 15:56:00,2016-10-14 16:20:00,Business,Unknown Location,Unknown Location,3.8,,24.0,9.5,2136.0
2016-10-14 23:54:00,2016-10-15 02:06:00,Business,Unknown Location,R?walpindi,17.0,Meeting,132.0,7.7272727272727275,10231.0
2016-10-15 22:28:00,2016-10-15 22:48:00,Business,Morrisville,Morrisville,6.2,,20.0,18.6,1837.0
2016-10-16 00:01:00,2016-10-16 00:14:00,Business,Morrisville,Cary,3.1,,13.0,14.307692307692308,1312.0
2016-10-16 12:52:00,2016-10-16 13:11:00,Business,Cary,Durham,10.5,Meeting,19.0,33.1578947368421,1764.0
2016-10-16 14:40:00,2016-10-16 15:01:00,Business,Durham,Morrisville,8.1,,21.0,23.142857142857142,1913.0
2016-10-16 15:10:00,2016-10-16 15:19:00,Business,Morrisville,Cary,3.1,,9.0,20.666666666666668,1012.0
2016-10-16 19:27:00,2016-10-16 19:33:00,Business,Whitebridge,Parkway,2.1,Meeting,6.0,21.0,787.0
2016-10-16 20:30:00,2016-10-16 20:39:00,Business,Cary,Morrisville,4.3,,9.0,28.666666666666668,1013.0
2016-10-16 21:34:00,2016-10-16 21:41:00,Business,Morrisville,Cary,2.5,Meal/Entertain,7.0,21.428571428571427,862.0
2016-10-17 15:19:00,2016-10-17 15:57:00,Business,Cary,Raleigh,20.6,,38.0,32.526315789473685,3190.0
2016-10-17 16:29:00,2016-10-17 17:11:00,Business,Raleigh,Cary,17.6,,42.0,25.142857142857142,3489.0
2016-10-17 18:02:00,2016-10-17 18:16:00,Business,Cary,Apex,5.6,,14.0,24.0,1388.0
2016-10-17 18:31:00,2016-10-17 18:45:00,Business,Apex,Apex,3.3,,14.0,14.142857142857142,1387.0
2016-10-17 19:08:00,2016-10-17 19:25:00,Business,Apex,Cary,5.3,,17.0,18.705882352941178,1612.0
2016-10-18 08:12:00,2016-10-18 08:22:00,Business,Whitebridge,Edgehill Farms,3.3,,10.0,19.8,1087.0
2016-10-18 08:53:00,2016-10-18 09:02:00,Business,Edgehill Farms,Whitebridge,3.3,,9.0,22.0,1012.0
2016-10-18 10:41:00,2016-10-18 11:09:00,Business,Cary,Morrisville,7.9,Temporary Site,28.0,16.928571428571427,2437.0
2016-10-18 18:12:00,2016-10-18 18:33:00,Business,Oakland,Emeryville,13.0,,21.0,37.142857142857146,1914.0
2016-10-18 19:03:00,2016-10-18 19:13:00,Business,Emeryville,Berkeley,3.0,,10.0,18.0,1087.0
2016-10-18 20:31:00,2016-10-18 20:37:00,Business,Berkeley,Emeryville,3.0,,6.0,30.0,788.0
2016-10-19 09:33:00,2016-10-19 09:47:00,Business,Emeryville,Oakland,3.8,,14.0,16.285714285714285,1387.0
2016-10-19 09:54:00,2016-10-19 10:21:00,Business,Oakland,San Francisco,9.5,,27.0,21.11111111111111,2363.0
2016-10-19 13:45:00,2016-10-19 13:56:00,Business,SOMISSPO,French Quarter,1.7,,11.0,9.272727272727273,1162.0
2016-10-19 14:02:00,2016-10-19 14:31:00,Business,San Francisco,Berkeley,10.8,,29.0,22.344827586206897,2513.0
2016-10-19 15:44:00,2016-10-19 16:02:00,Business,West Berkeley,North Berkeley Hills,4.1,,18.0,13.666666666666664,1687.0
2016-10-19 16:06:00,2016-10-19 16:19:00,Business,North Berkeley Hills,Southside,2.2,,13.0,10.153846153846153,1312.0
2016-10-19 16:33:00,2016-10-19 17:01:00,Business,Berkeley,Emeryville,4.6,,28.0,9.857142857142858,2436.0
2016-10-20 11:26:00,2016-10-20 11:34:00,Business,Emeryville,Berkeley,3.1,,8.0,23.25,937.0
2016-10-20 12:19:00,2016-10-20 13:17:00,Business,Berkeley,San Jose,47.7,,58.0,49.3448275862069,4697.0
2016-10-20 20:44:00,2016-10-20 21:37:00,Business,San Jose,Emeryville,44.6,,53.0,50.490566037735846,4321.0
2016-10-21 10:06:00,2016-10-21 10:21:00,Business,Emeryville,Oakland,13.2,,15.0,52.8,1465.0
2016-10-22 00:54:00,2016-10-22 01:09:00,Business,Morrisville,Cary,8.7,,15.0,34.8,1463.0
2016-10-22 13:26:00,2016-10-22 14:03:00,Business,Cary,Raleigh,17.2,,37.0,27.89189189189189,3114.0
2016-10-22 17:08:00,2016-10-22 17:55:00,Business,Raleigh,Cary,14.0,,47.0,17.872340425531913,3862.0
2016-10-23 09:24:00,2016-10-23 10:05:00,Business,Cary,Raleigh,28.1,,41.0,41.1219512195122,3417.0
2016-10-23 12:17:00,2016-10-23 12:59:00,Business,Raleigh,Cary,28.2,,42.0,40.285714285714285,3492.0
2016-10-23 19:04:00,2016-10-23 19:14:00,Business,Cary,Morrisville,3.1,Meal/Entertain,10.0,18.6,1087.0
2016-10-23 21:10:00,2016-10-23 21:25:00,Business,Morrisville,Cary,3.1,Customer Visit,15.0,12.4,1462.0
2016-10-24 14:57:00,2016-10-24 15:26:00,Business,Cary,Durham,16.4,,29.0,33.93103448275862,2515.0
2016-10-24 15:33:00,2016-10-24 16:13:00,Business,Durham,Morrisville,15.4,,40.0,23.1,3338.0
2016-10-24 16:34:00,2016-10-24 16:41:00,Business,Morrisville,Cary,2.2,,7.0,18.857142857142858,862.0
2016-10-25 13:27:00,2016-10-25 14:08:00,Business,Cary,Apex,11.2,,41.0,16.390243902439025,3412.0
2016-10-25 15:04:00,2016-10-25 15:11:00,Business,Apex,Eagle Rock,2.2,,7.0,18.857142857142858,862.0
2016-10-25 15:16:00,2016-10-25 15:33:00,Business,Eagle Rock,Cary,3.6,,17.0,12.705882352941176,1612.0
2016-10-25 20:00:00,2016-10-25 20:11:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,11.0,19.636363636363637,1162.0
2016-10-25 20:54:00,2016-10-25 21:03:00,Business,Savon Height,Parkway,4.9,,9.0,32.666666666666664,1013.0
2016-10-25 22:24:00,2016-10-25 22:45:00,Business,Parkway,Whitebridge,8.7,Errand/Supplies,21.0,24.857142857142858,1913.0
2016-10-26 19:25:00,2016-10-26 19:31:00,Business,Whitebridge,Parkway,2.1,Meeting,6.0,21.0,787.0
2016-10-26 20:53:00,2016-10-26 21:03:00,Business,Parkway,Whitebridge,2.1,,10.0,12.6,1087.0
2016-10-27 18:51:00,2016-10-27 19:16:00,Business,Cary,Morrisville,8.4,Meeting,25.0,20.16,2212.0
2016-10-27 19:20:00,2016-10-27 19:35:00,Business,Morrisville,Morrisville,5.9,,15.0,23.6,1463.0
2016-10-27 19:52:00,2016-10-27 20:21:00,Business,Huntington Woods,Huntington Woods,12.1,,29.0,25.03448275862069,2513.0
2016-10-27 20:47:00,2016-10-27 20:54:00,Business,Huntington Woods,Weston,3.9,,7.0,33.42857142857143,863.0
2016-10-27 21:26:00,2016-10-27 21:48:00,Business,Morrisville,Cary,6.2,,22.0,16.90909090909091,1987.0
2016-10-28 11:34:00,2016-10-28 11:52:00,Business,Cary,Durham,10.4,Meeting,18.0,34.666666666666664,1689.0
2016-10-28 13:06:00,2016-10-28 13:36:00,Business,Durham,Cary,9.9,Meeting,30.0,19.8,2588.0
