transaction_amount,device_type,browser,payment_method,country,num_items,time_on_site_sec,is_first_purchase,referral,hour_of_day,account_age_days,Fraud
101.38,Mobile,Safari,PayPal,CN,5,258.0,No,Direct,9,348,0
20.14,Desktop,Firefox,PayPal,US,1,93.0,Yes,Search,21,1286,0
4.1,Mobile,Chrome,PayPal,FR,3,242.0,No,Social,1,1091,0
217.56,Mobile,Safari,Card,US,2,319.0,No,Search,0,829,0
136.21,Desktop,Safari,PayPal,US,2,116.0,Yes,Social,0,1555,0
20.68,Desktop,Edge,PayPal,CN,7,241.0,No,Search,9,920,0
152.23,Desktop,Chrome,Card,BR,1,177.0,Yes,Direct,16,822,0
23.64,Mobile,Chrome,Card,Other,4,54.0,No,Social,21,767,0
2.7300000000000004,Mobile,Chrome,PayPal,UK,5,90.0,No,Direct,0,197,0
27.67,Desktop,Chrome,Card,Other,4,41.0,No,Search,23,266,0
64.2,Mobile,Chrome,Card,US,2,380.0,Yes,Ads,2,480,0
0.9499999999999992,Desktop,Safari,Card,US,1,164.0,No,Direct,16,1423,0
94.33,Desktop,Edge,Card,BR,7,193.0,No,Search,8,1790,0
33.27,Mobile,Edge,Card,IN,5,32.0,Yes,Search,9,1012,0
160.75,Mobile,Other,Card,UK,5,213.0,No,Social,10,203,0
38.19,Desktop,Chrome,PayPal,UK,7,189.0,Yes,Search,0,109,0
45.67,Mobile,Safari,Card,CN,7,353.0,Yes,Search,21,584,0
42.69,Mobile,Chrome,Card,US,6,146.0,Yes,Social,0,372,0
14.170000000000002,Desktop,Firefox,Card,US,2,235.0,No,Direct,8,1196,0
14.34,Mobile,Chrome,Card,DE,4,72.0,No,Search,10,540,0
45.16,Desktop,Chrome,Card,CN,1,92.0,No,Social,12,1567,0
167.87,Desktop,Safari,Card,US,4,288.0,Yes,Ads,18,364,0
158.58,Desktop,Chrome,PayPal,UK,1,185.0,No,Search,4,1145,0
23.31,Mobile,Firefox,Card,US,3,211.0,No,Search,6,1342,0
2.58,Desktop,Chrome,Card,IN,2,356.0,No,Search,12,127,0
169.82,Desktop,Firefox,Card,US,3,270.0,Yes,Search,12,1652,0
148.84,Desktop,Other,PayPal,DE,5,17.0,No,Direct,8,683,0
66.6,Mobile,Safari,Card,Other,1,122.0,No,Ads,15,1312,0
323.82,Mobile,Chrome,Card,US,3,83.0,No,Social,5,55,0
5.640000000000001,Mobile,Firefox,Card,BR,1,136.0,Yes,Search,13,36,0
22.68,Mobile,Other,Card,Other,7,51.0,No,Direct,13,867,0
4.279999999999999,Tablet,Chrome,PayPal,US,5,275.0,No,Direct,3,458,0
56.18000000000001,Desktop,Safari,Card,US,1,261.0,Yes,Search,9,331,0
41.44,Desktop,Safari,Card,US,2,279.0,Yes,Search,1,184,0
81.73,Mobile,Safari,Card,US,4,157.0,No,Direct,22,975,0
29.21,Mobile,Chrome,Card,US,1,147.0,No,Social,6,8,0
70.11,Desktop,Other,Card,IN,5,47.0,Yes,Social,19,1501,0
54.94,Mobile,Edge,Card,DE,6,338.0,Yes,Search,19,1218,0
58.64,Desktop,Firefox,Card,US,3,132.0,No,Social,21,1810,0
-6.04,Mobile,Chrome,Card,FR,5,137.0,Yes,Search,9,1373,0
33.7,Desktop,Firefox,PayPal,UK,3,305.0,Yes,Direct,2,317,0
31.78,Mobile,Chrome,Card,CN,3,82.0,No,Social,19,1504,0
36.49,Desktop,Chrome,Card,US,7,88.0,No,Social,4,1405,0
49.67,Tablet,Safari,Card,US,6,47.0,No,Search,17,321,0
136.42,Mobile,Chrome,Card,US,3,68.0,No,Direct,22,1506,0
3.83,Tablet,Safari,PayPal,US,2,148.0,No,Ads,22,1654,0
152.59,Mobile,Firefox,PayPal,Other,4,176.0,Yes,Search,1,9,0
59.8,Desktop,Edge,Card,UK,5,59.0,No,Direct,2,616,0
90.5,Desktop,Chrome,Card,US,1,211.0,No,Direct,12,457,0
37.13,Mobile,Chrome,Card,CN,6,74.0,Yes,Search,21,79,0
10.02,Desktop,Edge,Card,IN,2,233.0,No,Social,7,377,0
40.84,Desktop,Chrome,Card,DE,7,105.0,No,Search,0,1132,0
27.12,Desktop,Edge,PayPal,FR,3,386.0,No,Direct,18,311,0
0.0199999999999995,Mobile,Chrome,Card,US,6,226.0,Yes,Search,22,955,0
130.83,Desktop,Chrome,Card,CN,4,109.0,No,Social,17,854,0
118.14,Mobile,Edge,Card,US,1,124.0,No,Ads,14,372,1
45.91,Mobile,Chrome,Card,US,7,83.0,Yes,Ads,12,996,0
4.41,Mobile,Other,COD,US,2,230.0,No,Search,5,1567,0
253.31,Mobile,Chrome,Card,IN,7,172.0,No,Direct,7,1356,0
4.720000000000001,Mobile,Chrome,PayPal,US,7,152.0,Yes,Ads,18,502,0
26.21,Desktop,Chrome,Card,US,1,312.0,No,Direct,4,1046,0
54.81,Mobile,Chrome,Card,US,4,201.0,Yes,Direct,0,793,0
194.04,Mobile,Other,Card,US,1,94.0,No,Search,15,1377,0
33.04,Desktop,Chrome,Card,US,5,319.0,No,Direct,14,1713,0
-4.29,Desktop,Safari,Card,CN,2,43.0,Yes,Ads,3,1035,0
145.6,Mobile,Chrome,Card,US,5,286.0,Yes,Direct,16,675,0
405.45,Desktop,Chrome,BankTransfer,US,6,120.0,No,Search,4,1667,0
37.12,Mobile,Safari,Card,IN,4,46.0,No,Search,2,331,0
198.25,Mobile,Firefox,Card,US,7,130.0,No,Social,7,1334,0
51.42,Mobile,Safari,Card,FR,3,343.0,No,Search,4,809,0
130.49,Tablet,Chrome,Card,DE,7,316.0,No,Search,7,969,0
27.62,Mobile,Chrome,Card,Other,2,21.0,Yes,Ads,2,1266,0
46.52,Desktop,Chrome,PayPal,US,7,85.0,Yes,Direct,3,1762,0
-1.0600000000000005,Mobile,Safari,Card,US,4,459.0,Yes,Search,22,441,0
25.17,Mobile,Chrome,PayPal,FR,2,261.0,No,Social,15,628,0
6.149999999999999,Mobile,Chrome,Card,US,4,222.0,No,Search,1,1804,0
287.58,Mobile,Firefox,Card,US,4,138.0,No,Direct,14,1251,0
86.55,Desktop,Edge,Card,US,3,329.0,Yes,Ads,12,328,0
242.32,Desktop,Safari,Card,US,6,191.0,No,Direct,4,1797,0
30.41,Mobile,Safari,Card,DE,4,41.0,Yes,Search,2,910,0
60.39,Desktop,Chrome,Card,UK,1,101.0,Yes,Search,13,854,0
210.82,Desktop,Firefox,Card,FR,1,36.0,Yes,Search,2,553,0
126.09,Desktop,Safari,PayPal,IN,6,153.0,Yes,Direct,9,1437,0
224.35,Mobile,Chrome,Card,CN,7,243.0,No,Search,12,1237,0
134.02,Mobile,Chrome,Card,BR,5,46.0,No,Search,10,596,0
5.26,Desktop,Chrome,Card,CN,4,118.0,Yes,Direct,9,861,0
17.98,Desktop,Firefox,Card,CN,6,133.0,No,Direct,20,378,0
68.82,Desktop,Chrome,Card,Other,1,112.0,Yes,Social,0,19,0
115.5,Desktop,Safari,Card,US,1,199.0,No,Search,16,324,0
18.4,Mobile,Chrome,Card,IN,2,42.0,No,Social,9,1380,0
322.13,Mobile,Chrome,PayPal,US,3,152.0,Yes,Direct,14,1629,0
4.029999999999999,Desktop,Safari,Card,FR,4,308.0,No,Social,2,1637,0
3.43,Desktop,Chrome,PayPal,FR,5,214.0,Yes,Direct,12,620,0
8.760000000000002,Desktop,Safari,Card,US,2,18.0,No,Search,6,526,0
27.82,Mobile,Chrome,Card,Other,5,54.0,Yes,Social,16,766,0
36.33,Mobile,Chrome,Card,UK,7,190.0,Yes,Direct,11,1207,0
87.91,Mobile,Edge,Card,US,3,245.0,No,Search,12,1201,0
20.16,Tablet,Firefox,BankTransfer,FR,1,247.0,Yes,Direct,12,710,0
-0.7300000000000004,Mobile,Chrome,PayPal,FR,2,221.0,No,Direct,18,161,0
10.14,Mobile,Firefox,Card,CN,6,265.0,No,Direct,18,819,0
167.67,Desktop,Chrome,BankTransfer,US,5,138.0,Yes,Search,12,1594,0
12.03,Mobile,Edge,Card,Other,5,261.0,Yes,Social,9,635,0
154.09,Tablet,Chrome,Card,IN,4,75.0,No,Search,23,23,0
50.95,Mobile,Other,Card,US,5,117.0,No,Search,12,481,0
51.21,Desktop,Chrome,Card,CN,7,214.0,Yes,Direct,13,1308,0
92.46,Mobile,Chrome,Card,US,3,190.0,No,Social,18,362,0
0.8599999999999994,Desktop,Edge,Card,UK,7,31.0,No,Direct,1,1710,0
61.290000000000006,Desktop,Firefox,COD,FR,2,300.0,Yes,Ads,20,1360,0
117.03,Mobile,Safari,Card,BR,5,81.0,Yes,Ads,22,57,1
60.43000000000001,Desktop,Safari,Card,US,3,96.0,No,Ads,0,1243,0
155.43,Desktop,Chrome,Card,US,4,127.0,No,Social,4,1295,0
41.06,Mobile,Chrome,PayPal,IN,4,144.0,Yes,Search,23,1194,0
50.7,Desktop,Edge,Card,IN,3,68.0,No,Direct,8,1689,0
39.89,Desktop,Edge,Card,CN,6,78.0,Yes,Direct,11,1532,0
14.78,Desktop,Edge,PayPal,IN,7,31.0,Yes,Direct,6,878,0
187.24,Mobile,Firefox,Card,DE,6,98.0,No,Ads,14,405,0
2.4800000000000004,Desktop,Firefox,Card,DE,7,172.0,No,Direct,6,122,0
28.19,Mobile,Chrome,Card,DE,6,382.0,No,Direct,1,1822,0
136.43,Desktop,Edge,PayPal,UK,4,203.0,No,Search,7,840,0
22.62,Mobile,Firefox,PayPal,US,1,116.0,Yes,Direct,10,1481,0
0.1799999999999997,Mobile,Chrome,Card,UK,7,357.0,No,Search,16,596,0
-4.7,Desktop,Chrome,PayPal,BR,5,179.0,No,Direct,17,806,0
130.38,Mobile,Chrome,BankTransfer,US,5,258.0,Yes,Direct,0,1319,0
302.52,Desktop,Chrome,PayPal,US,5,413.0,No,Direct,4,236,0
144.72,Desktop,Chrome,Card,IN,5,125.0,No,Social,12,632,0
22.1,Desktop,Chrome,PayPal,UK,4,116.0,No,Social,8,1135,0
40.05,Mobile,Safari,PayPal,US,6,141.0,No,Search,19,1461,0
204.71,Desktop,Firefox,Card,DE,6,131.0,Yes,Search,3,305,0
189.21,Desktop,Firefox,PayPal,DE,4,227.0,No,Search,12,209,0
85.61,Desktop,Firefox,PayPal,US,4,73.0,Yes,Direct,0,1785,0
24.42,Mobile,Chrome,PayPal,US,6,114.0,Yes,Social,13,939,0
38.21,Mobile,Chrome,Card,US,4,271.0,No,Social,8,818,0
9.78,Tablet,Safari,Card,UK,1,51.0,No,Search,6,201,0
7.530000000000001,Mobile,Chrome,PayPal,US,3,177.0,No,Search,7,824,0
72.65,Mobile,Safari,Card,US,3,124.0,No,Direct,6,564,0
10.59,Desktop,Chrome,Card,US,6,122.0,No,Direct,13,1603,0
21.46,Desktop,Chrome,PayPal,UK,4,173.0,Yes,Search,0,1061,0
5.199999999999999,Tablet,Chrome,Card,BR,4,259.0,No,Social,5,1565,0
13.97,Mobile,Firefox,PayPal,Other,5,378.0,No,Search,18,678,0
141.17,Desktop,Firefox,PayPal,US,5,179.0,No,Search,3,791,0
15.78,Desktop,Firefox,Card,BR,4,122.0,Yes,Search,3,763,0
36.39,Desktop,Edge,Card,Other,3,96.0,No,Search,17,1670,0
7.07,Desktop,Firefox,Card,Other,5,96.0,No,Search,16,1627,0
111.36,Mobile,Firefox,Card,US,6,224.0,Yes,Ads,23,649,0
174.51,Mobile,Safari,PayPal,BR,5,146.0,Yes,Ads,18,1503,0
115.55,Desktop,Chrome,PayPal,US,1,192.0,Yes,Social,11,102,0
24.73,Desktop,Firefox,PayPal,US,5,124.0,Yes,Search,20,1580,0
9.79,Mobile,Safari,BankTransfer,DE,4,89.0,No,Search,11,1179,0
85.06,Mobile,Chrome,Card,UK,2,160.0,No,Direct,14,1169,0
73.64,Desktop,Chrome,Card,IN,3,81.0,No,Search,3,1177,0
-3.76,Mobile,Firefox,Card,IN,5,173.0,Yes,Direct,20,1072,0
2.17,Mobile,Safari,PayPal,DE,1,61.0,No,Social,14,1257,0
132.83,Mobile,Edge,PayPal,BR,3,111.0,Yes,Search,3,238,0
138.98,Mobile,Firefox,Card,US,6,210.0,Yes,Direct,10,1186,0
42.08,Desktop,Chrome,Card,US,2,21.0,No,Search,18,220,0
23.64,Desktop,Safari,Card,Other,7,142.0,No,Search,13,1073,0
8.190000000000001,Mobile,Firefox,Card,Other,3,230.0,No,Search,5,689,0
43.52,Mobile,Chrome,Card,US,6,150.0,No,Search,17,968,0
217.07,Mobile,Chrome,Card,UK,1,104.0,Yes,Search,11,704,0
10.829999999999998,Mobile,Safari,Card,BR,5,107.0,Yes,Search,10,1695,0
8.21,Desktop,Firefox,Card,FR,5,74.0,Yes,Direct,18,657,0
-4.63,Mobile,Safari,Card,US,4,112.0,Yes,Social,1,814,0
134.59,Desktop,Safari,Card,IN,7,184.0,No,Ads,17,121,1
122.55,Desktop,Chrome,BankTransfer,BR,2,104.0,Yes,Social,4,1192,0
35.15,Mobile,Chrome,Card,DE,1,210.0,Yes,Search,23,595,0
0.4199999999999999,Mobile,Safari,Card,US,1,259.0,Yes,Direct,17,1216,0
88.25,Mobile,Chrome,Card,IN,3,332.0,Yes,Search,4,1539,0
38.61,Desktop,Chrome,PayPal,BR,3,200.0,Yes,Ads,1,1189,0
124.84,Desktop,Chrome,BankTransfer,US,6,134.0,No,Search,19,1812,0
301.88,Desktop,Safari,PayPal,IN,3,112.0,Yes,Direct,21,1542,0
6.460000000000001,Mobile,Edge,PayPal,DE,5,646.0,No,Search,2,1194,0
96.9,Mobile,Chrome,Card,FR,6,43.0,Yes,Ads,12,402,0
8.899999999999999,Desktop,Other,Card,CN,3,267.0,Yes,Direct,10,586,0
9.07,Desktop,Safari,Card,US,7,49.0,No,Direct,7,660,0
115.21,Tablet,Edge,Card,CN,6,199.0,No,Search,12,1713,0
70.65,Desktop,Firefox,PayPal,US,3,288.0,No,Search,18,713,0
359.08,Mobile,Edge,Card,UK,2,203.0,No,Search,12,1208,0
36.38,Mobile,Firefox,Card,Other,7,71.0,Yes,Search,11,1722,0
82.89,Mobile,Firefox,PayPal,FR,6,82.0,No,Ads,15,124,0
101.99,Desktop,Chrome,Card,US,1,372.0,No,Search,23,1364,0
104.44,Mobile,Safari,Card,US,6,148.0,No,Search,12,1199,0
38.26,Mobile,Chrome,Card,IN,4,203.0,No,Search,20,560,0
18.64,Mobile,Chrome,Card,US,3,150.0,Yes,Search,12,255,0
27.520000000000003,Desktop,Firefox,Card,IN,6,73.0,No,Direct,19,141,0
555.65,Tablet,Chrome,Card,CN,7,160.0,Yes,Social,13,287,1
185.08,Mobile,Chrome,Card,US,5,4.0,Yes,Search,18,259,1
2.24,Desktop,Chrome,Card,BR,3,67.0,No,Search,8,163,0
75.97999999999999,Mobile,Chrome,Card,UK,6,595.0,Yes,Direct,21,463,1
184.13,Desktop,Firefox,Card,US,4,115.0,Yes,Direct,12,1262,0
334.55,Mobile,Chrome,PayPal,US,2,380.0,Yes,Search,10,1308,0
3.4399999999999995,Desktop,Edge,Card,US,1,73.0,No,Direct,21,1522,0
115.01,Tablet,Chrome,PayPal,IN,1,227.0,Yes,Search,2,1500,0
53.12,Mobile,Edge,Card,BR,1,192.0,No,Social,17,766,0
27.76,Desktop,Firefox,Card,IN,5,111.0,Yes,Search,11,210,0
55.31999999999999,Desktop,Edge,Card,DE,7,103.0,Yes,Search,5,740,0
6.59,Mobile,Chrome,Card,Other,5,351.0,Yes,Direct,22,798,0
7.309999999999999,Mobile,Safari,Card,CN,3,103.0,No,Social,13,70,0
83.34,Desktop,Safari,Card,FR,1,28.0,Yes,Search,10,963,0
42.53,Mobile,Chrome,PayPal,UK,7,133.0,Yes,Social,2,992,0
175.55,Desktop,Safari,Card,FR,7,175.0,Yes,Search,18,291,0
40.49,Desktop,Firefox,PayPal,DE,3,106.0,Yes,Social,6,1219,0
8.280000000000001,Mobile,Other,Card,Other,4,52.0,No,Direct,0,1403,0
163.26,Mobile,Chrome,Card,IN,7,128.0,Yes,Direct,11,1755,0
29.33,Mobile,Chrome,Card,US,7,48.0,No,Direct,0,788,0
36.35,Tablet,Firefox,Card,Other,3,183.0,No,Social,5,369,0
51.27,Desktop,Other,BankTransfer,IN,4,134.0,No,Search,14,917,0
66.15,Desktop,Safari,Card,IN,6,114.0,Yes,Search,13,223,0
42.99,Desktop,Safari,Card,CN,2,80.0,Yes,Ads,3,1452,0
310.5,Mobile,Firefox,PayPal,Other,4,140.0,No,Search,15,297,0
94.88,Desktop,Safari,Card,US,5,39.0,No,Social,4,268,0
64.4,Desktop,Safari,Card,US,5,101.0,Yes,Direct,8,1449,0
19.72,Desktop,Chrome,Card,US,5,459.0,Yes,Ads,13,405,0
232.52,Mobile,Edge,BankTransfer,BR,6,152.0,Yes,Direct,13,1427,0
111.34,Mobile,Safari,Card,UK,4,126.0,Yes,Search,20,1461,0
286.45,Tablet,Chrome,PayPal,BR,6,58.0,Yes,Social,8,1665,0
47.87,Desktop,Firefox,BankTransfer,DE,2,115.0,No,Search,12,1725,0
293.06,Tablet,Safari,Card,UK,4,553.0,No,Direct,1,1167,0
151.55,Mobile,Chrome,PayPal,US,5,165.0,Yes,Direct,19,1733,0
38.19,Desktop,Chrome,PayPal,UK,4,141.0,No,Search,4,1203,0
15.46,Desktop,Safari,Card,FR,7,97.0,No,Social,0,1157,0
2.880000000000001,Desktop,Safari,Card,US,3,282.0,No,Direct,1,218,0
59.120000000000005,Desktop,Safari,Card,IN,4,424.0,No,Social,21,1117,0
88.82,Mobile,Safari,Card,FR,1,315.0,No,Direct,8,1168,0
84.66,Tablet,Chrome,PayPal,CN,3,197.0,Yes,Ads,5,1661,0
53.62,Desktop,Firefox,Card,US,2,157.0,Yes,Direct,3,1400,0
40.73,Mobile,Chrome,Card,FR,7,69.0,No,Search,11,324,0
207.05,Desktop,Firefox,PayPal,BR,6,306.0,Yes,Direct,7,1522,0
143.29000000000002,Mobile,Other,PayPal,US,6,14.0,No,Direct,14,193,1
51.19,Desktop,Chrome,Card,US,4,241.0,Yes,Direct,23,1177,0
37.48,Desktop,Safari,Card,US,6,101.0,No,Search,19,1445,0
13.16,Desktop,Chrome,Card,DE,2,101.0,Yes,Direct,10,1760,0
143.65,Desktop,Safari,PayPal,DE,5,229.0,Yes,Ads,15,444,0
50.32,Desktop,Firefox,Card,Other,2,193.0,No,Search,6,1421,0
24.94,Tablet,Chrome,PayPal,IN,5,249.0,Yes,Search,14,990,0
-0.8900000000000006,Desktop,Chrome,Card,IN,3,83.0,No,Search,18,1079,0
65.47,Desktop,Chrome,Card,FR,7,93.0,No,Search,21,411,0
78.55,Desktop,Safari,BankTransfer,US,4,394.0,No,Direct,10,423,0
156.04000000000002,Desktop,Chrome,PayPal,FR,6,183.0,No,Social,15,238,1
198.06,Desktop,Chrome,BankTransfer,UK,6,205.0,No,Ads,6,1379,0
12.95,Mobile,Chrome,Card,Other,6,227.0,Yes,Ads,12,209,0
198.51,Desktop,Safari,BankTransfer,CN,5,335.0,Yes,Search,18,1004,0
59.7,Desktop,Firefox,PayPal,US,3,139.0,Yes,Social,17,544,1
33.22,Desktop,Safari,Card,CN,2,149.0,No,Social,14,1465,0
83.25,Desktop,Chrome,Card,US,1,110.0,Yes,Search,19,849,0
72.69,Desktop,Chrome,Card,US,6,171.0,No,Search,19,317,0
26.83,Tablet,Chrome,Card,IN,1,180.0,No,Social,9,374,0
33.0,Desktop,Chrome,Card,US,6,89.0,No,Direct,17,951,0
80.68,Mobile,Chrome,PayPal,FR,4,88.0,No,Search,8,1354,0
57.1,Desktop,Firefox,Card,US,1,301.0,Yes,Search,0,587,0
50.21,Desktop,Firefox,BankTransfer,UK,4,32.0,Yes,Search,4,868,0
90.16,Mobile,Firefox,PayPal,CN,7,38.0,No,Ads,5,1711,0
72.02,Mobile,Edge,PayPal,FR,4,169.0,No,Search,7,433,0
172.99,Mobile,Chrome,PayPal,UK,6,76.0,No,Search,18,1393,0
99.9,Mobile,Chrome,PayPal,CN,5,318.0,No,Search,14,1165,0
65.43,Mobile,Safari,PayPal,Other,6,232.0,No,Direct,23,328,0
17.79,Desktop,Chrome,Card,Other,5,207.0,Yes,Ads,7,1714,0
25.3,Mobile,Other,PayPal,CN,6,112.0,No,Search,3,1493,0
164.59,Desktop,Chrome,Card,CN,4,221.0,No,Social,11,1739,0
45.69,Desktop,Safari,PayPal,US,3,215.0,Yes,Search,4,2,0
84.4,Desktop,Chrome,PayPal,BR,2,129.0,No,Direct,21,1333,0
56.16,Desktop,Safari,Card,US,3,73.0,No,Search,17,330,0
77.96,Mobile,Chrome,Card,US,2,66.0,Yes,Search,18,1019,0
52.54,Mobile,Edge,BankTransfer,UK,2,111.0,Yes,Search,18,369,0
43.96,Desktop,Chrome,PayPal,BR,5,35.0,No,Search,12,193,0
21.89,Mobile,Safari,PayPal,Other,7,165.0,Yes,Search,13,1555,0
125.19,Mobile,Edge,Card,DE,6,312.0,No,Ads,20,1458,0
101.87,Desktop,Edge,PayPal,US,1,94.0,No,Direct,21,1210,0
183.84,Mobile,Chrome,PayPal,Other,7,108.0,Yes,Search,11,132,0
162.67,Mobile,Chrome,PayPal,FR,2,10.0,No,Social,14,1268,1
28.61,Desktop,Chrome,Card,US,4,81.0,No,Search,5,1018,0
15.81,Desktop,Other,Card,US,3,81.0,Yes,Direct,21,611,0
-1.7899999999999991,Tablet,Safari,PayPal,IN,4,170.0,No,Direct,18,1739,0
15.53,Mobile,Firefox,COD,US,2,46.0,No,Search,21,1351,0
120.54,Mobile,Firefox,Card,CN,7,348.0,No,Search,1,1340,0
10.12,Desktop,Safari,PayPal,CN,1,206.0,No,Social,7,1497,0
-2.27,Desktop,Firefox,Card,DE,6,71.0,No,Search,2,1816,0
29.57,Desktop,Chrome,Card,IN,5,108.0,Yes,Social,16,72,0
378.92,Desktop,Firefox,BankTransfer,US,3,72.0,No,Direct,8,983,0
81.33,Desktop,Chrome,Card,US,7,331.0,No,Ads,3,1693,0
13.63,Mobile,Chrome,Card,UK,4,140.0,No,Direct,20,1435,0
8.18,Desktop,Chrome,Card,US,6,43.0,Yes,Social,5,426,0
-2.85,Mobile,Chrome,Card,BR,3,244.0,Yes,Social,18,1179,0
33.66,Desktop,Edge,Card,Other,6,93.0,No,Ads,17,658,0
57.540000000000006,Desktop,Edge,PayPal,CN,4,138.0,No,Social,18,389,0
32.98,Mobile,Safari,Card,US,4,220.0,No,Search,15,666,0
189.64,Mobile,Firefox,Card,Other,6,164.0,No,Search,7,1461,0
42.28,Desktop,Chrome,Card,US,7,136.0,Yes,Search,12,692,0
112.29,Mobile,Safari,Card,US,5,204.0,Yes,Search,8,734,0
389.73,Mobile,Safari,Card,US,5,39.0,No,Direct,23,758,1
31.9,Desktop,Firefox,PayPal,Other,1,71.0,No,Direct,21,1351,0
16.7,Desktop,Chrome,PayPal,US,1,112.0,No,Search,2,1573,0
20.69,Tablet,Chrome,Card,BR,2,150.0,No,Direct,16,1183,0
16.68,Mobile,Chrome,PayPal,UK,4,52.0,Yes,Search,15,1236,0
86.51,Desktop,Chrome,PayPal,US,4,91.0,Yes,Social,5,1468,0
71.05,Mobile,Chrome,Card,US,2,141.0,No,Social,9,607,0
9.89,Desktop,Chrome,PayPal,Other,5,183.0,No,Direct,15,750,0
215.74,Mobile,Chrome,PayPal,UK,1,214.0,Yes,Direct,15,1750,0
18.37,Mobile,Safari,Card,US,5,227.0,No,Search,23,960,0
84.17,Desktop,Chrome,Card,UK,6,229.0,No,Direct,23,116,0
127.23,Mobile,Chrome,Card,BR,2,241.0,No,Social,14,192,0
13.329999999999998,Mobile,Chrome,PayPal,FR,5,404.0,Yes,Social,12,415,0
152.77,Mobile,Chrome,Card,US,2,202.0,Yes,Ads,6,1523,0
167.7,Desktop,Chrome,Card,CN,5,191.0,No,Search,12,283,0
143.71,Desktop,Safari,Card,US,3,217.0,No,Social,5,666,0
46.27,Desktop,Safari,PayPal,DE,2,269.0,Yes,Search,19,1233,0
115.8,Mobile,Chrome,BankTransfer,DE,1,108.0,Yes,Search,1,1718,0
497.27,Mobile,Safari,PayPal,US,7,60.0,Yes,Social,3,284,1
5.3100000000000005,Mobile,Chrome,PayPal,CN,3,138.0,No,Social,22,431,0
9.28,Desktop,Safari,Card,US,2,83.0,No,Social,1,1248,0
203.24,Desktop,Chrome,PayPal,US,3,87.0,No,Search,13,1572,0
216.45,Desktop,Safari,PayPal,UK,5,521.0,No,Search,12,723,0
82.9,Tablet,Safari,PayPal,US,4,118.0,No,Direct,10,1540,0
75.87,Tablet,Chrome,Card,Other,1,247.0,Yes,Search,5,1706,0
61.71,Mobile,Chrome,PayPal,US,4,261.0,Yes,Direct,8,1518,0
271.32,Desktop,Safari,COD,US,1,136.0,Yes,Social,15,393,0
65.66,Mobile,Safari,BankTransfer,US,6,125.0,Yes,Search,9,1390,0
64.32,Desktop,Firefox,PayPal,BR,2,119.0,Yes,Direct,8,1241,0
45.33,Mobile,Chrome,Card,US,2,0.0,Yes,Ads,15,104,1
87.23,Tablet,Firefox,PayPal,US,2,395.0,No,Direct,3,783,0
44.29,Desktop,Chrome,Card,US,1,90.0,No,Direct,14,1035,0
292.73,Desktop,Firefox,PayPal,UK,3,130.0,No,Social,15,1684,0
69.06,Desktop,Chrome,Card,BR,7,177.0,No,Direct,9,664,0
246.8,Mobile,Chrome,PayPal,FR,4,64.0,Yes,Social,20,1818,0
14.59,Mobile,Safari,BankTransfer,IN,4,219.0,Yes,Direct,18,333,0
20.07,Tablet,Safari,PayPal,BR,3,113.0,Yes,Direct,16,868,0
85.8,Mobile,Chrome,Card,FR,6,53.0,No,Search,20,951,0
5.140000000000001,Mobile,Other,PayPal,CN,5,85.0,No,Search,18,620,0
77.17,Mobile,Firefox,Card,IN,3,139.0,No,Direct,3,247,0
28.82,Mobile,Firefox,Card,Other,1,323.0,Yes,Ads,2,1278,0
88.2,Mobile,Safari,Card,US,2,163.0,No,Search,6,1356,0
-4.17,Desktop,Chrome,Card,US,1,296.0,No,Search,15,1623,0
19.41,Mobile,Chrome,PayPal,CN,1,230.0,Yes,Social,15,935,0
4.75,Mobile,Firefox,Card,IN,1,104.0,Yes,Ads,8,1431,0
53.06,Mobile,Chrome,Card,Other,4,60.0,Yes,Search,18,1182,0
46.75,Desktop,Chrome,Card,UK,4,79.0,No,Search,4,1396,0
413.24,Mobile,Firefox,PayPal,US,2,135.0,Yes,Social,9,952,0
63.18000000000001,Desktop,Edge,Card,US,2,150.0,No,Social,22,69,0
43.22,Mobile,Firefox,Card,FR,7,538.0,No,Direct,21,453,0
-2.6100000000000003,Desktop,Chrome,Card,IN,5,244.0,Yes,Ads,2,231,0
6.18,Desktop,Safari,Card,US,4,53.0,Yes,Direct,2,1557,0
89.16,Mobile,Firefox,Card,UK,6,152.0,No,Direct,14,899,0
11.670000000000002,Mobile,Firefox,Card,IN,3,179.0,No,Social,7,599,0
-1.9399999999999995,Mobile,Chrome,Card,FR,5,44.0,No,Search,8,690,0
57.14,Mobile,Firefox,PayPal,BR,1,129.0,No,Search,12,641,0
111.9,Desktop,Chrome,Card,DE,7,47.0,No,Direct,8,630,0
4.73,Desktop,Chrome,Card,US,2,448.0,Yes,Search,4,1068,0
192.55,Mobile,Firefox,Card,UK,4,227.0,Yes,Social,15,828,0
83.6,Desktop,Edge,Card,CN,1,89.0,Yes,Social,10,883,0
1231.46,Desktop,Chrome,Card,Other,1,5.0,No,Direct,13,1240,1
450.8,Desktop,Firefox,Card,Other,3,235.0,Yes,Search,11,850,0
85.84,Mobile,Chrome,Card,DE,3,144.0,No,Search,14,619,0
24.46,Desktop,Chrome,Card,BR,3,153.0,Yes,Ads,9,1655,0
292.45,Mobile,Safari,Card,CN,2,229.0,No,Social,11,1618,0
62.95,Mobile,Edge,PayPal,Other,7,83.0,No,Search,9,487,0
